---,Row Name,Name,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot,Cluster,ClusterOverlay,ClusterConstellation
800,800,800,Worrell,292.87,230.267,K,V,1,2,"(Id="""")",None,None
801,801,801,Chinmen Tao,341.208,215.537,K,V,9,1,"(Id="""")",None,None
802,802,802,Ankolika,-217.169,-221.273,K,V,4,1,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
803,803,803,Dickinson,-146.598,-112.742,F,V,8,4,"(Id="""")",None,None
804,804,804,Svelvik,17.311,411.468,G,V,4,3,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
805,805,805,Galedon V,331.999,173.891,K,III,5,5,"(Id="""")",None,None
806,806,806,Chirikof,335.799,-233.463,F,IV,8,4,"(Id="""")",None,None
807,807,807,Fadiffolu,-243.532,-242.779,K,V,2,2,"(Id="""")",None,None
808,808,808,Pattonsbrug,377.137,-5.995,M,V,7,1,"(Id=""MWFactionAsset:InfernosWake"")",None,None
809,809,809,Kearny,-127.169,-274.598,G,V,2,2,"(Id=""MWFactionAsset:FWLInterior"")",None,None
810,810,810,Birqash,275.802,-266.27,G,V,5,2,"(Id="""")",None,None
811,811,811,O'Fallon,313.545,-83.285,K,V,2,2,"(Id="""")",None,None
812,812,812,Rosiclare,478.981,-47.355,G,V,0,2,"(Id="""")",None,None
813,813,813,Westover,-304.487,-210.471,F,V,6,4,"(Id=""MWFactionAsset:RepairSystem_14"")",None,None
814,814,814,Atlas,157.42,-244.069,F,V,5,3,"(Id="""")",None,None
815,815,815,Miyada,310.184,245.005,G,V,0,3,"(Id="""")",None,None
816,816,816,Tamarind,-268.942,-83.292,K,IV,2,4,"(Id=""MWFactionAsset:TamarindAbbey"")",None,None
817,817,817,Karachi,-292.397,-243.278,F,V,8,2,"(Id="""")",None,None
818,818,818,Vosloorus,-198.534,-255.666,M,V,0,1,"(Id="""")",None,None
819,819,819,Hellos Minor,-185.483,-180.968,G,V,0,4,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
820,820,820,Atocongo,-170.88,245.262,G,V,1,3,"(Id="""")",None,None
821,821,821,Hillerod,-128.261,141.864,K,V,2,2,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
822,822,822,Kurvasa,39.543,-351.609,K,V,5,1,"(Id="""")",None,None
823,823,823,Verlo,100.547,-303.042,F,V,1,4,"(Id="""")",None,None
824,824,824,Glentworth,125.88,-317.712,K,V,6,1,"(Id="""")",None,None
825,825,825,Kagoshima,201.112,254.85,F,V,1,3,"(Id=""MWFactionAsset:RepairSystem_23"")",None,None
826,826,826,Torrence,289.51,-130.88,F,V,7,3,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
827,827,827,Sertar,312.773,292.303,G,V,4,2,"(Id="""")",None,None
828,828,828,Mizunami,345.6,232.081,M,V,4,1,"(Id=""MWFactionAsset:RepairSystem_30"")",None,None
829,829,829,Fairfax,353.336,31.21,G,V,9,2,"(Id=""MWFactionAsset:InfernosWake"")",None,None
830,830,830,Morrill,396.01,31.749,G,V,8,3,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
831,831,831,Killarney,402.204,-203.731,M,V,0,1,"(Id="""")",None,None
832,832,832,Bella I,-259.291,-44.251,K,V,3,1,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
833,833,833,Fieferana,-172.962,-268.848,G,V,1,2,"(Id=""MWFactionAsset:FWLInterior"")",None,None
834,834,834,Skallevoll,37.294,435.924,G,V,9,3,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
835,835,835,Tishomingo,315.617,46.219,G,V,3,2,"(Id=""MWFactionAsset:RepairSystem_6"")",None,None
836,836,836,Mauckport,427.024,-53.293,F,V,3,2,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
837,837,837,Ellsworth,-210.428,-239.708,K,V,5,1,"(Id="""")",None,None
838,838,838,Campbelton,-168.439,-112.094,G,V,6,3,"(Id=""MWFactionAsset:RepairSystem_13"")",None,None
839,839,839,Cole Harbour,-121.025,-292.438,K,V,1,2,"(Id=""MWFactionAsset:FWLInterior"")",None,None
840,840,840,Tiflis,354.133,195.635,F,III,6,5,"(Id="""")",None,None
841,841,841,Ban Na San,359.813,220.701,G,V,4,3,"(Id=""MWFactionAsset:RepairSystem_30"")",None,None
842,842,842,Gatchina,-270.887,-295.212,F,V,7,2,"(Id="""")",None,None
843,843,843,Hainfeld,-13.447,268.525,G,V,2,3,"(Id="""")",None,None
844,844,844,Rubigen,30.493,217.858,G,II,6,4,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
845,845,845,Bluford,447.44,-80.182,G,V,0,3,"(Id="""")",None,None
846,846,846,Cajamarca,-243.235,-162.892,K,V,2,2,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
847,847,847,Antipolo,-94.87,-268.848,G,V,0,4,"(Id="""")",None,None
848,848,848,Kirei Na Niwa,297.777,147.295,F,V,2,3,"(Id="""")",None,None
849,849,849,Manassas,315.359,-122.354,F,V,3,3,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
850,850,850,Tohelet,-292.893,-263.992,K,V,0,2,"(Id="""")",None,None
851,851,851,Fatima,-31.294,175.727,G,V,4,3,"(Id=""MWFactionAsset:RepairSystem_28"")",None,None
852,852,852,Shiba,0.242,-331.187,K,V,9,5,"(Id=""MWFactionAsset:RepairSystem_11"")",None,None
853,853,853,Satalice,5.94,260.774,K,V,2,4,"(Id="""")",None,None
854,854,854,Reese Station,-292.595,170.817,M,V,0,1,"(Id="""")",None,None
855,855,855,Albert Falls,-259.83,-132.288,K,V,3,1,"(Id="""")",None,None
856,856,856,Scarborough,-15.527,-272.015,K,V,7,1,"(Id="""")",None,None
857,857,857,Omagh,152.76,211.396,F,V,2,4,"(Id="""")",None,None
858,858,858,Annapolis,164.654,130.745,G,V,2,2,"(Id="""")",None,None
859,859,859,Darwendale,311.732,-262.9,F,V,9,3,"(Id="""")",None,None
860,860,860,Atsugi,-201.11,-227.22,G,V,0,4,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
861,861,861,Vikindu,-128.955,-259.53,K,V,0,2,"(Id="""")",None,None
862,862,862,Arcturus,-78.068,174.436,K,III,2,5,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
863,863,863,Furud,-25.337,-284.112,M,V,1,1,"(Id="""")",None,None
864,864,864,McKenna,-66.176,-132.368,F,V,0,4,"(Id="""")",None,None
865,865,865,Newcastle,-208.644,-180.737,F,V,1,4,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
866,866,866,Baldur,79.884,188.109,M,V,2,1,"(Id="""")",None,None
867,867,867,Chatham,180.94,250.168,G,V,2,3,"(Id=""MWFactionAsset:RepairSystem_23"")",None,None
868,868,868,Hobbs,255.386,-244.069,A,III,1,4,"(Id="""")",None,None
869,869,869,Sighisoara,302.435,238.286,G,V,7,2,"(Id="""")",None,None
870,870,870,Mansu-ri,-94.87,-254.18,G,V,7,3,"(Id="""")",None,None
871,871,871,Shuen Wan,-37.234,-219.291,K,V,9,1,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
872,872,872,Eleusis,-166.519,-341.994,K,II,4,6,"(Id="""")",None,None
873,873,873,June,405.833,-264.187,G,V,3,5,"(Id="""")",None,None
874,874,874,Mirage,475.103,15.463,K,V,9,1,"(Id="""")",None,None
875,875,875,Toland,-115.773,431.382,F,V,3,4,"(Id=""MWFactionAsset:PirateCluster"")",None,None
876,876,876,Savonburg,498.103,-15.558,F,V,9,3,"(Id="""")",None,None
877,877,877,Carlisle,-304.983,88.88,K,V,1,3,"(Id="""")",None,None
878,878,878,York (LC),-279.411,114.729,K,V,8,1,"(Id=""MWFactionAsset:RepairSystem_16"")",None,None
879,879,879,Lancaster (LC),-268.309,110.327,M,V,3,1,"(Id=""MWFactionAsset:RepairSystem_16"")",None,None
880,880,880,Bowang,-315.093,-159.326,K,V,9,1,"(Id="""")",None,None
881,881,881,Predlitz,43.684,354.607,G,V,1,2,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
882,882,882,Thimphu,346.63,286.365,F,V,4,3,"(Id="""")",None,None
883,883,883,Panpour,342.497,-292.438,M,III,0,3,"(Id="""")",None,None
884,884,884,Linneus,450.285,-8.057,G,V,9,3,"(Id="""")",None,None
885,885,885,Hudeiba,-78.583,-285.4,F,V,8,3,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
886,886,886,Pesht,206.144,309.913,F,V,7,3,"(Id=""MWFactionAsset:KuritanBadlands"")",None,None
887,887,887,Fetsund,446.666,-240.997,F,V,4,4,"(Id="""")",None,None
888,888,888,Olindo,463.209,-234.754,G,V,3,3,"(Id="""")",None,None
889,889,889,Outpost,15.246,426.466,G,V,9,3,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
890,890,890,Urich,429.351,18.825,F,V,3,3,"(Id="""")",None,None
891,891,891,Jesup,500.432,-121.562,M,V,4,1,"(Id="""")",None,None
892,892,892,Diamantina,-314.895,-99.56,M,V,6,1,"(Id=""MWFactionAsset:FWLShippingRoute"")",None,None
893,893,893,Star's End (Novo Cressidas),-83.244,432.154,M,V,5,2,"(Id="""")",None,None
894,894,894,Sadurni,-15.002,-344.373,G,VI,9,4,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
895,895,895,Kilmarnock,172.664,263.094,F,V,2,4,"(Id="""")",None,None
896,896,896,Samantha,191.431,-385.176,G,V,7,4,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
897,897,897,As Samik,346.889,-286.69,K,V,4,1,"(Id="""")",None,None
898,898,898,Gurrnazovo,423.405,-240.7,G,V,3,2,"(Id="""")",None,None
899,899,899,Steinhatchee,522.154,-96.982,F,V,2,4,"(Id="""")",None,None
900,900,900,Kwamashu,-72.122,-260.125,F,V,3,3,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
901,901,901,Alorton,-353.648,-85.871,K,V,4,1,"(Id=""MWFactionAsset:FWLShippingRoute"")",None,None
902,902,902,Deneb Algedi,41.097,26.058,F,VI,6,2,"(Id="""")",None,None
903,903,903,Renfield,222.821,-385.176,K,V,8,1,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
904,904,904,Cyrton,364.13,-343.269,G,V,1,4,"(Id="""")",None,None
905,905,905,Basantapur,364.471,-284.41,K,V,3,1,"(Id="""")",None,None
906,906,906,Ishtar,187.985,-388.078,G,V,5,4,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
907,907,907,Vaucluse,496.82,-162.1,K,V,2,2,"(Id="""")",None,None
908,908,908,Wotan,-142.138,408.366,G,V,2,3,"(Id="""")",None,None
909,909,909,Steelton,-105.763,422.332,F,V,6,4,"(Id=""MWFactionAsset:PirateCluster"")",None,None
910,910,910,Kaznejoy,329.457,132.599,F,V,4,5,"(Id=""MWFactionAsset:RepairSystem_25"")",None,None
911,911,911,Diboll,475.359,67.163,M,V,9,1,"(Id=""MWFactionAsset:RepairSystem_1"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_1_Blob.Safezone_1_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_1.Safezone_1
912,912,912,Bjarred,243.394,408.678,F,V,4,5,"(Id="""")",None,None
913,913,913,Lurgatan,-20.166,-330.895,K,V,7,1,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
914,914,914,Anywhere,-167.214,436.029,G,V,1,4,"(Id="""")",None,None
915,915,915,Conroe,377.137,91.456,F,V,3,4,"(Id="""")",None,None
916,916,916,Bensinger,-128.757,444.564,F,V,4,4,"(Id=""MWFactionAsset:PirateCluster"")",None,None
917,917,917,Reykavis,-418.98,-200.614,F,V,7,2,"(Id="""")",None,None
918,918,918,Jeronimo,183.01,340.642,K,V,8,1,"(Id=""MWFactionAsset:StoryCluster6"")",None,None
919,919,919,Diefenbaker,198.255,-341.499,G,V,9,3,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
920,920,920,Augusta,282.265,-99.053,F,V,3,6,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
921,921,921,Gotterdammerung,-179.596,465.608,M,V,8,1,"(Id="""")",None,None
922,922,922,Lackhove,-166.222,444.215,M,V,9,1,"(Id="""")",None,None
923,923,923,Golandrinas,-159.482,400.359,K,V,1,2,"(Id="""")",None,None
924,924,924,Derf,-130.839,394.669,K,V,9,1,"(Id=""MWFactionAsset:PirateCluster"")",None,None
925,925,925,Winfield (Treeline 2863-),-111.711,405.264,G,V,2,5,"(Id=""MWFactionAsset:PirateCluster"")",/Game/Campaign/CampaignArcs/Regions/12_4/12_4.12_4,None
926,926,926,Persistence,-106.256,406.305,G,V,5,1,"(Id=""MWFactionAsset:PirateCluster"")",None,None
927,927,927,Icar,-83.499,413.799,F,V,4,4,"(Id=""MWFactionAsset:PirateCluster"")",None,None
928,928,928,Amity,-128.955,-30.813,M,V,2,2,"(Id="""")",None,None
929,929,929,Latice,10.59,-293.726,F,V,9,3,"(Id="""")",None,None
930,930,930,Mandaree,182.484,-308.99,F,V,3,3,"(Id="""")",None,None
931,931,931,Brockway,218.167,-355.971,K,IV,7,4,"(Id=""MWFactionAsset:TaurianCorridor"")",/Game/Campaign/CampaignArcs/Regions/EndgameClusters/15_4.15_4,None
932,932,932,Kesai (Kesai IV),370.161,105.677,A,II,5,4,"(Id="""")",None,None
933,933,933,Chateau,-75.747,395.445,F,V,8,2,"(Id=""MWFactionAsset:RasalagueReaches"")",None,None
934,934,934,Bromhead,159.739,-377.477,F,II,9,6,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
935,935,935,Moultrie,471.744,-170.624,G,V,4,2,"(Id="""")",None,None
936,936,936,Goetville,-261.373,263.876,K,V,5,1,"(Id="""")",None,None
937,937,937,Midale,189.473,-362.215,M,V,2,1,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
938,938,938,Trondheimal,-424.256,-187.77,F,V,7,3,"(Id="""")",None,None
939,939,939,Loxley,-312.318,224.063,M,V,1,1,"(Id="""")",None,None
940,940,940,Barcelona,-204.78,411.468,F,V,7,4,"(Id="""")",None,None
941,941,941,Erewhon,-185.854,445.857,A,V,7,5,"(Id="""")",None,None
942,942,942,Hyalite,268.824,-354.187,A,IV,4,5,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
943,943,943,Kendall,-370.2,-200.855,F,V,9,4,"(Id="""")",None,None
944,944,944,Black Earth,-180.395,393.639,F,V,1,4,"(Id="""")",None,None
945,945,945,Guatavita,-286.449,238.027,K,V,0,2,"(Id="""")",None,None
946,946,946,Trasjkis,-434.348,-191.899,K,V,0,2,"(Id="""")",None,None
947,947,947,Rijeka,-338.88,95.341,G,V,7,2,"(Id="""")",None,None
948,948,948,New Vandenburg,155.862,-405.627,F,IV,5,6,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
949,949,949,Beta VII,-154.824,384.33,B,V,0,7,"(Id="""")",None,None
950,950,950,Tentativa,349.732,-302.25,K,V,3,1,"(Id="""")",None,None
951,951,951,Gibraltar,-359.596,-139.898,K,V,7,1,"(Id="""")",None,None
952,952,952,Ridderkerk,-46.273,351.246,F,V,1,4,"(Id=""MWFactionAsset:RasalagueReaches"")",None,None
953,953,953,Pinard,173.962,-389.373,G,V,8,2,"(Id="""")",None,None
954,954,954,Illyria,-439.228,-178.11,G,V,4,3,"(Id="""")",None,None
955,955,955,Chahar,-198.534,340.642,G,IV,0,2,"(Id="""")",None,None
956,956,956,Carmichael,199.553,-349.033,K,V,8,1,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
957,957,957,Malibu,-145.309,377.868,F,V,8,4,"(Id="""")",None,None
958,958,958,Baker 3,-104.473,324.098,G,V,3,3,"(Id="""")",None,None
959,959,959,Hassad,-29.989,-160.615,M,V,5,1,"(Id="""")",None,None
960,960,960,Kaumberg,-387.844,144.452,G,V,5,4,"(Id=""MWFactionAsset:AlarionPeriphery"")",None,None
961,961,961,Medellin,-240.957,325.139,M,V,5,1,"(Id="""")",None,None
962,962,962,Gallitzin,131.569,-163.389,K,V,6,1,"(Id=""MWFactionAsset:RepairSystem_9"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_8_Blob.Safezone_8_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_8.Safezone_8
963,963,963,Machida,-218.159,337.806,G,V,5,3,"(Id="""")",None,None
964,964,964,Robsart,170.86,-340.211,G,V,5,2,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
965,965,965,Lopez,-37.757,-330.395,M,V,0,1,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
968,968,968,Blumenort,-208.842,296.446,F,V,5,3,"(Id="""")",None,None
969,969,969,Kansu,67.719,-59.756,F,V,9,4,"(Id=""MWFactionAsset:RepairSystem_5"")",None,None
971,971,971,Somerset,-159.482,425.693,K,V,5,1,"(Id=""MWFactionAsset:PirateCluster"")",None,None
978,978,978,Zanzibar,119.667,-364.786,G,V,2,3,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
979,979,979,Corodiz,135.703,-374.901,M,V,5,1,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
980,980,980,Mendham,147.845,-344.866,K,V,8,1,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
981,981,981,Novaya Zemlya,180.681,-183.311,G,IV,2,4,"(Id=""MWFactionAsset:StoryCluster2"")",None,None
982,982,982,Ryerson,-75.481,-321.579,F,V,3,4,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
983,983,983,Mosiro,-65.144,-280.742,K,V,0,3,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
984,984,984,Tharkad,-212.999,151.773,G,V,6,5,"(Id=""MWFactionAsset:RepairSystem_22"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/SafezoneCollision/Safezone3_Collision.Safezone3_Collision,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/Safezone3.Safezone3
985,985,985,Meacham,-28.699,187.359,G,V,2,3,"(Id=""MWFactionAsset:RepairSystem_28"")",None,None
986,986,986,Palmyra,450.8,-25.893,F,V,4,4,"(Id="""")",None,None
987,987,987,Sabik,-12.675,57.082,A,V,2,9,"(Id="""")",None,None
988,988,988,Albalii,71.079,78.532,F,IV,0,2,"(Id="""")",None,None
989,989,989,Alpheratz,502.785,152.898,K,V,5,4,"(Id="""")",None,None
990,990,990,St. John,-13.447,400.874,K,V,1,2,"(Id=""MWFactionAsset:RasalagueReaches"")",None,None
991,991,991,Parma,359.813,-52.26,F,II,2,5,"(Id=""MWFactionAsset:InfernosWake"")",None,None
992,992,992,Concord,-146.598,-27.967,M,V,0,1,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
993,993,993,Betelgeuse,5.674,-306.903,M,Ib,2,2,"(Id=""MWFactionAsset:RepairSystem_11"")",None,None
994,994,994,Bolan,-277.973,5.192,G,V,4,2,"(Id=""MWFactionAsset:TheJunkyard"")",None,None
995,995,995,Rahne,-141.926,9.284,G,V,7,4,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
996,996,996,Halfway,-252.553,86.034,A,III,4,2,"(Id=""MWFactionAsset:RepairSystem_16"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_15_Blob.Safezone_15_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_15.Safezone_15
997,997,997,Tellman's Mistake,-243.532,-310.772,G,VI,6,2,"(Id="""")",None,None
998,998,998,Alarion,-319.706,138.602,G,V,0,3,"(Id="""")",None,None
999,999,999,Tukayyid,-4.431,210.42,G,V,7,3,"(Id="""")",None,None
1000,1000,1000,Trolloc Prime,33.585,171.08,M,V,5,1,"(Id=""MWFactionAsset:StoryCluster4"")",None,None
1001,1001,1001,Poulsbo,-375.354,-63.641,F,V,4,4,"(Id=""MWFactionAsset:RepairSystem_24"")",None,None
1002,1002,1002,Echo,287.43,369.625,G,V,1,3,"(Id="""")",None,None
1003,1003,1003,Dar-es-Salaam,-194.866,13.391,F,VI,1,1,"(Id="""")",None,None
1004,1004,1004,Royalston,136.723,-224.142,G,V,5,3,"(Id="""")",None,None
1005,1005,1005,Ankaa,74.697,-9.356,A,III,8,1,"(Id=""MWFactionAsset:DavionBorderlands"")",None,None
1006,1006,1006,Dalton,-115.774,-229.895,K,V,1,5,"(Id="""")",None,None
1007,1007,1007,Kluane,196.192,-199.369,F,V,0,4,"(Id=""MWFactionAsset:StoryCluster2"")",None,None
1008,1008,1008,Sekulmun,212.22,-220.281,G,V,6,2,"(Id="""")",None,None
1009,1009,1009,Nahoni,245.821,-198.575,G,V,1,4,"(Id="""")",None,None
1010,1010,1010,Meadowvale,-134.901,-322.172,K,V,2,1,"(Id="""")",None,None
1011,1011,1011,Canopus IV,-147.166,-394.997,F,IV,5,4,"(Id="""")",None,None
1012,1012,1012,Ashley,164.386,-308.391,M,V,5,1,"(Id="""")",None,None
1013,1013,1013,Victoria (CC),92.884,-347.978,K,IV,7,2,"(Id="""")",None,None
1014,1014,1014,Belladonna,262.877,-124.637,G,V,8,3,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1015,1015,1015,Great Gorge,492.678,-266.866,A,V,3,5,"(Id="""")",None,None
1016,1016,1016,Cerberus,475.838,190.466,M,V,1,1,"(Id="""")",None,None
1017,1017,1017,Kigamboni,206.274,-248.43,G,V,5,3,"(Id="""")",None,None
1018,1018,1018,Schirmeck,367.058,156.594,M,V,9,1,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1019,1019,1019,Delacruz,372.478,113.17,K,V,7,1,"(Id="""")",None,None
1020,1020,1020,Weisau,377.137,134.115,F,V,2,4,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1021,1021,1021,Pondicherry,401.688,239.059,G,V,9,2,"(Id="""")",None,None
1022,1022,1022,Tabayama,407.56,233.095,F,IV,0,3,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1023,1023,1023,Malagrotta,428.053,-271.226,F,V,6,3,"(Id="""")",None,None
1024,1024,1024,Hardcore,-198.284,-473.209,G,V,3,4,"(Id="""")",None,None
1025,1025,1025,Vakarel,-141.443,-351.905,F,V,4,3,"(Id=""MWFactionAsset:EmptyWorlds"")",None,None
1026,1026,1026,Umka,-129.747,-361.421,K,V,5,4,"(Id=""MWFactionAsset:EmptyWorlds"")",/Game/Campaign/CampaignArcs/Regions/9_2/9_2.9_2,None
1027,1027,1027,Gouderak,-116.865,-354.683,M,V,6,1,"(Id=""MWFactionAsset:EmptyWorlds"")",None,None
1028,1028,1028,Caldwell,332.592,-325.176,G,V,6,3,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1029,1029,1029,Pierce,343.011,-310.477,K,V,3,2,"(Id="""")",None,None
1030,1030,1030,Thurrock,-74.491,-382.137,K,V,3,2,"(Id="""")",None,None
1031,1031,1031,Wrentham,170.6,-325.542,G,V,0,3,"(Id="""")",None,None
1032,1032,1032,Ridgebrook,201.357,-319.595,K,V,8,1,"(Id="""")",None,None
1033,1033,1033,Keuterville,275.783,-311.682,M,V,2,1,"(Id="""")",None,None
1034,1034,1034,Naka Pabni,377.913,-291.644,G,V,8,2,"(Id="""")",None,None
1035,1035,1035,Tancredi IV,429.611,93.527,G,V,5,4,"(Id=""MWFactionAsset:OutworldsBorder"")",/Game/Campaign/CampaignArcs/Regions/EndgameClusters/15_1.15_1,None
1039,1039,1039,Pleiades Cluster (100),216.353,-319.595,G,V,7,2,"(Id="""")",None,None
1040,1040,1040,New Abilene,-71.642,-450.564,K,V,2,5,"(Id="""")",None,None
1041,1041,1041,Flintoft,191.536,-333.272,G,V,5,2,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1042,1042,1042,Weippe,317.42,-307.107,F,V,3,2,"(Id="""")",None,None
1043,1043,1043,Budingen,382.302,162.025,G,V,8,2,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1044,1044,1044,Groveld III,386.961,113.43,G,V,7,3,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1045,1045,1045,Valentina,397.814,141.609,K,V,7,1,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1046,1046,1046,Bryceland,406.606,97.919,M,V,6,1,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1047,1047,1047,Bad News,422.117,195.368,F,V,7,4,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1048,1048,1048,Sevon,465.538,132.818,M,V,2,5,"(Id="""")",None,None
1049,1049,1049,Kennard,468.64,88.354,G,V,4,2,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
1050,1050,1050,Pitkin,492.678,76.984,F,V,9,3,"(Id="""")",None,None
1051,1051,1051,Rollis,150.442,-383.425,F,V,3,2,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1052,1052,1052,Firgrove,249.955,-298.878,F,V,4,5,"(Id="""")",None,None
1053,1053,1053,Warren,298.034,-328.317,M,V,6,1,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1054,1054,1054,Cohagen,372.222,-316.226,F,V,7,3,"(Id="""")",None,None
1055,1055,1055,Zlatousi,427.28,219.671,K,V,7,1,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1056,1056,1056,Kazanka,444.605,229.752,K,V,7,1,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1057,1057,1057,Haynesville,455.201,79.572,F,V,4,4,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
1058,1058,1058,Tellman IV,537.142,98.175,G,V,0,4,"(Id="""")",None,None
1059,1059,1059,Hazelhurst,550.07,65.349,M,V,2,1,"(Id="""")",None,None
1060,1060,1060,Bastrop,563.403,61.713,M,V,0,1,"(Id="""")",None,None
1061,1061,1061,Inner End,587.295,75.17,M,V,5,1,"(Id="""")",None,None
