,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot
2704,Talitha,-34.132,-34.688,G,V,1,2
2705,Tall Trees,0.767,-66.743,M,IV,2,8
2706,Tallassee,146.776,3.931,F,V,1,3
2707,Tallin,119.675,-267.063,G,V,2,2
2708,Tallmadge,276.059,41.83,G,V,0,3
2709,Tamar,-15.391,314.863,G,V,6,3
2710,Tamarind,-268.942,-83.292,K,IV,2,4
2711,Tamaron,-2.003,1856.994,A,III,3,1
2712,Tamsalu,167.499,164.51,K,V,9,1
2713,Tancredi IV,429.611,93.527,G,V,5,4
2714,Tangerz (Mayadi 2822+),158.383,106.747,K,V,8,1
2715,Tangipahoa,589.347,-21.506,K,V,5,1
2716,Tangua,-307.363,271.885,K,V,7,1
2717,Tanh Linh,90.211,232.338,M,V,7,1
2718,Tania Australis,-140.651,-64.669,K,V,3,1
2719,Tania Borealis,-106.755,-52.519,G,V,1,4
2720,Tanis (Radulov 2600-),-57.373,1603.16,F,V,6,3
2721,Tannil,122.004,57.341,G,V,8,3
2722,Tansalir,-1550.813,-513.952,M,V,3,1
2723,Tantallon,488.941,0.494,K,V,1,2
2724,Tantara,101.311,-252.886,M,V,2,1
2725,Tanz,651.509,229.542,G,V,3,2
2726,Tapachula,-260.579,-212.549,G,V,4,1
2727,Tapihue,-293.693,186.333,M,V,7,1
2728,Taran's World,-59.948,505.527,K,V,2,2
2729,Tarazed,126.138,251.468,G,V,3,3
2730,Tarkio,317.42,-0.046,F,V,5,4
2731,Tarnby,266.755,429.083,F,V,0,4
2732,Tarol IV,-229.505,-399.334,F,V,7,4
2733,Tathis,85.61,1811.916,B,V,4,1
2734,Tatlawiksuk,371.449,-190.348,F,V,3,4
2735,Tatopani,-475.174,-7.043,K,V,8,1
2736,Tatsuno,204.459,155.048,G,V,7,2
2737,Taumaturgo,706.701,290.871,M,V,2,1
2738,Taurus,191.381,-391.003,G,V,3,4
2739,Tawas,135.703,-55.877,K,V,7,1
2740,Taygeta,198.383,-295.672,F,V,1,4
2741,Tazaraki,182.503,-262.427,G,V,8,2
2742,Tchamba,-300.928,-147.627,F,V,3,3
2743,Techne's Revenge,-231.593,-424.618,K,V,7,1
2744,Tecumseh,139.32,-105.01,K,V,1,2
2745,Tedibyhr,124.79,-63.402,K,V,4,1
2746,Tegaldanas,310.184,-279.75,G,V,2,2
2747,Tellman IV,537.142,98.175,G,V,0,4
2748,Tellman's Mistake,-243.532,-310.772,G,VI,6,2
2749,Telos IV,43.942,40.273,K,IV,7,4
2750,Tematagi,-270.897,-266.564,G,V,8,2
2751,Teng,127.695,-272.02,K,V,5,1
2752,Tengil,-65.304,-311.897,K,V,7,1
2753,Teniente,185.1,307.824,G,V,2,3
2754,Tentativa,349.732,-302.25,K,V,3,1
2755,Terra,0,0,G,V,2,3
2756,Terra Firma,22.495,-33.623,G,V,8,2
2757,Tetersen,-203.192,144.71,G,V,5,2
2758,Tetschner,96.589,-292.245,G,V,5,3
2759,Tetski,-125.748,-475.26,M,V,7,1
2760,Texlos,110.627,-272.516,K,V,8,6
2761,Teylingen,417.94,-119.056,G,V,9,3
2762,Teyvareb,-413.621,-13.999,G,V,6,3
2763,Thadora's Land,-442.84,-90.993,F,V,7,3
2764,Thala,-958.097,167.247,K,V,3,1
2765,Thamel (Wyeth's Glory 3130+),24.526,-415.047,F,V,7,3
2766,Thannhausen,-8.548,292.048,F,V,3,3
2767,Tharkad,-212.999,151.773,G,V,6,5
2768,Thasos,950.136,195.785,K,V,4,1
2769,Thazi,775.431,181.301,M,V,3,1
2770,The Edge,-33.606,407.079,K,V,0,3
2771,The Eyes in the Dark,-936.001,297.243,F,V,1,4
2772,The Rack (Port Vail 3050-),-400.859,370.983,F,V,8,4
2773,The Rock,-82.203,500.49,K,V,3,2
2774,The Swan's Eye,640.868,-617.092,F,V,7,2
2775,Thermopolis,-215.382,-58.208,M,V,4,1
2776,Thessalonika,74.182,304.712,G,V,0,3
2777,Thestria,290.849,79.919,K,V,5,1
2778,Theta Carinae Cluster,223.325,472.133,K,V,5,1
2779,Thibodaux,576.165,-7.54,F,V,5,3
2780,Thimphu,346.63,286.365,F,V,4,3
2781,Thirty Weight,-246.437,-152.841,M,V,7,1
2782,Thorin,-23.526,7.961,G,V,7,5
2783,Thorn,-774.43,666.562,G,V,4,2
2784,Thraxa,-322.077,-378.003,M,V,1,2
2785,Thuban,-196.264,117.823,K,V,2,2
2786,Thule,93.055,455.16,A,V,8,2
2787,Thun,-17.846,259.733,M,V,0,1
2788,Thurrock,-74.491,-382.137,K,V,3,2
2789,Tianamon,98.679,-83.789,F,V,7,4
2790,Tiber (Clan),89.514,1876.731,G,VI,8,3
2791,Tiber (FWL),-123.801,-147.432,G,V,5,4
2792,Tiflis,354.133,195.635,F,III,6,5
2793,Tigress,74.697,-29.514,G,V,7,4
2794,Tikonov,102.838,-42.217,G,V,8,3
2795,Timbiqui,-333.734,-59.235,F,V,2,4
2796,Timbuktu,-446.638,154.763,K,V,0,2
2797,Timehri,-261.075,297.219,G,V,5,2
2798,Timkovichi,-198.246,246.04,G,V,1,3
2799,Tinaca,70.577,273.723,G,V,5,3
2800,Tintavel,-98.381,-243.791,G,V,5,2
2801,Tirabad,339.017,-389.933,K,V,5,1
2802,Tiruchchirappalli,385.115,-257.922,F,V,1,3
2803,Tiruppur,-306.073,162.799,G,V,6,2
2804,Tishomingo,315.617,46.219,G,V,3,2
2805,Tiskilwa,213.768,-90.261,G,V,0,3
2806,Tizga,-1037.368,129.592,K,V,4,1
2807,Toffen,41.613,221.742,K,V,6,1
2808,Togura,224.362,153.501,G,III,4,4
2809,Togwotee,-196.45,-48.902,F,V,0,4
2810,Tohelet,-292.893,-263.992,K,V,0,2
2811,Tok Do,94.821,178.989,K,V,1,4
2812,Tokasha,108.093,1728.42,K,IV,5,4
2813,Toland,-115.773,431.382,F,V,3,4
2814,Tomalov,-664.713,780.279,M,V,6,1
2815,Tomans,-50.931,222.258,K,V,3,2
2816,Tongatapu,-171.248,-141.356,M,V,9,1
2817,Tordenskjold,-231.688,544.393,K,V,3,2
2818,Torgvei,-438.578,379.833,K,V,1,2
2819,Tormentine,-380.518,-158.529,F,V,0,4
2820,Torrence,289.51,-130.88,F,V,7,3
2821,Tortuga Prime,664.715,-233.487,G,IV,2,3
2822,Toten,567.997,92.895,G,V,3,3
2823,Totness,664.937,171.242,K,V,4,1
2824,Tottori,430.696,265.006,M,V,9,1
2825,Tovetin,36.998,426.239,K,V,8,1
2826,Towne,69.265,7.961,F,IV,8,3
2827,Tranquil,124.79,1757.882,F,V,0,1
2828,Transfer Station J239H2,-169.004,612.206,K,V,8,1
2829,Trasjkis,-434.348,-191.899,K,V,0,2
2830,Traussin,358.271,-318.857,G,V,1,4
2831,Trell I,-113.976,386.942,M,VII,2,1
2832,Trellisane,-251.263,-55.107,G,III,7,3
2833,Trent,-131.829,58.113,F,V,1,3
2834,Trentham,-310.742,342.974,M,V,5,1
2835,Tresspass,525.909,266.217,K,V,2,2
2836,Triesting,-350.486,189.435,M,V,6,1
2837,Trimaldix,571.729,131.737,G,V,3,2
2838,Trinidad,-226.98,-172.21,G,V,6,3
2839,Tripoli,199.553,52.938,K,V,2,2
2840,Trolloc Prime,33.585,171.08,M,V,5,1
2841,Trondheim (DC),72.64,405.242,G,V,5,3
2842,Trondheim (JF),576.252,526.423,G,V,2,1
2843,Trondheimal,-424.256,-187.77,F,V,7,3
2844,Truth,78.315,-159.326,G,IV,1,6
2845,Trznadel Cluster (60),-159.788,-458.649,G,V,7,2
2846,Tsamma,447.964,-44.769,K,VII,2,4
2847,Tsarahavana,-353.152,301.61,F,V,9,2
2848,Tsinan,-243.235,206.489,G,V,2,2
2849,Tsinghai (New Sarna),-2.852,-152.286,K,V,4,5
2850,Tsingtao,93.311,-155.163,K,V,3,2
2851,Tsitsang,51.95,-108.578,G,II,3,3
2852,Tsukude,20.153,119.374,F,IV,1,2
2853,Tuamotu,-235.214,-185.686,F,V,3,4
2854,Tuat,113.043,290.88,G,V,4,3
2855,Tukayyid,-4.431,210.42,G,V,7,3
2856,Turin,21.186,-367.858,G,V,2,5
2857,Turinge,-160.572,96.887,M,V,6,1
2858,Turkalia,303.886,25.228,K,V,1,2
2859,Turko,160.034,-190.205,K,V,4,1
2860,Turov,-317.217,-221.731,G,V,7,3
2861,Turtle Bay,152.752,400.905,K,V,4,1
2862,Tuscarawas,258.234,308.429,F,V,5,4
2863,Twycross,-108.349,365.246,F,IV,0,3
2864,Tybalt,89.951,-20.467,G,V,3,3
2865,Tylarzka,-294.391,-16.812,K,V,7,1
2866,Tyrfing,-33.118,-28.321,F,V,6,5
2867,Tyrlon,115.752,-446.465,G,V,1,6
2868,Tyrrhenia,428.555,-488.473,G,V,2,2
2869,Ubangi,-383.648,412.593,K,V,3,2
2870,Udibi,316.132,69.75,F,V,7,2
2871,Ueda,-14.044,207.934,K,V,1,1
2872,Ugland,557.628,107.976,F,V,8,3
2873,Uhuru,-139.065,-12.459,F,V,5,3
2874,Ukunela,-282.64,85.277,K,V,1,2
2875,Ulan Batar,126.566,-74.405,M,V,4,1
2876,Ulan Bator,35.922,-139.402,F,V,1,4
2877,Ullieri,-31.407,-306.171,F,V,1,3
2878,Ulsan,194.568,275.084,G,V,1,4
2879,Ulubis,562.016,230.608,M,V,1,1
2880,Ulvskollen,582.383,-207.234,G,V,5,3
2881,Ulysses,413.325,-17.623,M,V,8,1
2882,Umgard,124.332,-419.083,K,V,8,1
2883,Umijiri,123.809,106.452,K,V,1,2
2884,Umka,-129.747,-361.421,K,V,5,4
2885,Undra,113.556,-116.101,G,V,5,2
2886,Union of Samoyedic Colonies,-896.324,34.81,F,V,3,2
2887,Unity,224.628,287.396,F,V,1,3
2888,Unkador,369.847,-77.834,M,V,1,1
2889,Untran (Achtur 2822+),43.559,-421.61,K,V,4,1
2890,Unukalhai,-46.273,69.75,K,V,2,5
2891,Unzmarkt,-0.006,364.943,K,V,0,2
2892,Upano,-219.448,192.276,M,V,7,1
2893,Uravan,75.828,-263.872,G,V,3,2
2894,Urich,429.351,18.825,F,V,3,3
2895,Urjala,-417.777,69.492,F,V,9,4
2896,Utrecht,23.514,236.473,G,V,6,2
2897,Uzhgorod,-213.996,56.825,G,V,2,2
2898,Vaajakoski,118.997,158.047,G,V,9,3
2899,Vackisujfalu,466.311,-286.49,K,V,5,1
2900,Vakarel,-141.443,-351.905,F,V,4,3
2901,Valabhi,-414.699,239.659,G,V,1,3
2902,Valasha,588.776,93.273,M,V,6,1
2903,Valdives,98.85,-371.583,K,V,8,1
2904,Valencia,-708.323,1123.766,G,V,1,2
2905,Valentina,397.814,141.609,K,V,7,1
2906,Valerius,-452.99,-154.235,F,V,3,3
2907,Valexa,113.805,-86.807,G,V,6,1
2908,Valil'yevskiy,-329.572,-178.153,G,V,3,3
2909,Valladolid,-556.328,200.497,G,V,8,3
2910,Valloire,-384.098,39.902,F,V,6,3
2911,Valmiera,188.947,132.044,F,V,6,3
2912,Valois,589.489,-166.238,K,V,1,2
2913,Van Diemen IV,-32.831,-41.666,F,V,0,4
2914,Vandalia,477.69,-66.217,F,V,1,4
2915,Vanern,159.223,141.093,G,V,1,4
2916,Vangburg,613.999,267.841,M,V,1,1
2917,Vannes,-167.474,548.318,G,V,7,2
2918,Vanra,-48.342,-163.191,G,II,5,4
2919,Vantaa,-72.637,351.506,F,V,5,4
2920,Vard,74.174,-354.976,G,V,9,2
2921,Vargtass,-236.652,467.498,G,V,7,3
2922,Vaucluse,496.82,-162.1,K,V,2,2
2923,Vecchio,247.7,-137,K,V,2,1
2924,Veckholm,-116.071,124.024,M,V,3,1
2925,Vega,-3.63,106.615,A,V,0,7
2926,Velhas,69.256,-278.659,F,V,5,4
2927,Venaria,-396.071,83.964,F,V,0,2
2928,Vendrell,-315.896,125.842,M,V,8,1
2929,Ventabren,3.354,-123.346,G,V,2,1
2930,Verde,349.99,12.619,G,V,7,2
2931,Verdigreis,372.737,-330.694,G,V,1,4
2932,Verdinge,517.115,-6.375,F,V,1,3
2933,Vereeniging,417.33,-163.871,G,V,0,3
2934,Verlo,100.547,-303.042,F,V,1,4
2935,Vermezzo,-361.675,162.296,G,V,7,3
2936,Versailles (Taussen 2822+),206.934,-81.726,G,V,5,3
2937,Verthandi (Norn),-54.816,395.97,K,V,4,1
2938,Vestallas,66.689,-214.831,G,V,6,7
2939,Viborg,-465.254,80.087,G,V,3,3
2940,Vibrunum,531.454,-20.722,K,V,1,2
2941,Vicente,448.997,-69.844,F,V,6,4
2942,Vicksland,-263.03,-116.427,K,V,9,1
2943,Victoria (CC),92.884,-347.978,K,IV,7,2
2944,Victoria (Meglan 2537-),225.66,-176.869,K,V,6,1
2945,Victralla,280.268,-342.097,F,V,0,4
2946,Vihtijarvi,-354.452,146.518,G,V,1,3
2947,Vikindu,-128.955,-259.53,K,V,0,2
2948,Villanueva,-87.642,-348.532,G,V,3,2
2949,Viluisk,-437.338,345.102,K,V,9,1
2950,Vindemiatrix,-100.411,26.388,G,III,8,3
2951,Vinstra,516.133,186.162,K,V,6,1
2952,Vinton,7.675,1912.177,G,VI,8,3
2953,Vintru,116.313,-159.506,F,V,6,4
2954,Vipaava,61.258,370.634,M,V,5,1
2955,Virentofta,199.038,400.102,K,V,7,1
2956,Viribium,-53.623,-389.078,F,V,9,3
2957,Viroflay,-569.837,177.964,G,V,7,2
2958,Virtue,-368.922,176.253,G,V,5,3
2959,Visby,-811.278,740.338,K,V,4,1
2960,Vixen,-292.617,-390.095,G,V,3,5
2961,Voehn,598.877,195.744,G,V,8,2
2962,Volders,-24.041,291.788,G,V,6,2
2963,Von Strang's World (Erin 2830-),-160.065,515.891,M,V,2,4
2964,Vonja,648.966,115.771,G,V,4,2
2965,Vorarlberg,24.296,303.682,G,V,5,2
2966,Vortalcoy,-485.097,81.772,F,V,4,4
2967,Vorzel,-235.009,180.125,G,V,1,2
2968,Vosloorus,-198.534,-255.666,M,V,0,1
2969,Vulcan,-66.708,320.486,F,V,6,4
2970,Vulture's Nest,-241.637,416.975,G,V,3,2
2971,Várri,-266.421,480.201,G,V,6,2
2972,Waddesdon,99.128,91.397,F,V,6,4
2973,Waimalu,408.143,-178.452,G,V,7,3
2974,Waini Point,732.502,165.029,K,V,0,3
2975,Waipahu,426.507,-187.968,G,V,0,3
2976,Waitur,621.953,109.627,K,V,7,1
2977,Waldheim,345.848,129.747,K,V,7,1
2978,Waldorff,-131.829,358.739,G,V,1,5
2979,Wallacia,-38.274,-267.852,G,V,9,2
2980,Wallis,-198.832,-193.619,M,V,5,6
2981,Wantorill,84.412,-303.15,F,V,7,4
2982,Wapakoneta,238.316,69.227,K,V,0,6
2983,Wappingers,175.25,-231.186,M,V,8,1
2984,Ward,72.103,-408.2,F,V,6,6
2985,Warlock,120.192,-257.747,F,IV,9,3
2986,Warren,298.034,-328.317,M,V,6,1
2987,Warrumbungle,-194.159,195.28,G,V,7,3
2988,Wasat,-19.908,-54.593,K,V,6,1
2989,Washburn,-155.32,-103.721,F,V,3,2
2990,Watermael,-118.449,-336.048,K,V,6,1
2991,Waunakee,317.42,14.949,K,V,1,2
2992,Waxell,279.421,-179.941,K,V,1,1
2993,Waycross,141.124,-22.791,K,V,2,2
2994,Waypoint,-489.177,183.055,G,V,8,3
2995,Waystation 531,-742.558,1349.207,M,V,9,1
2996,Wazan,5.94,-140.692,F,V,8,3
2997,Weatogue,98.735,-276.675,G,V,6,3
2998,Wedderborg,472.222,-85.391,K,V,8,1
2999,Wedgefield,371.449,-162.597,M,V,4,1
3000,Weekapaug,107.785,-225.435,M,V,6,1
3001,Wei,63.844,-119.184,G,IV,3,3
3002,Weingarten,-19.402,300.325,G,V,6,3
3003,Weippe,317.42,-307.107,F,V,3,2
3004,Weisau,377.137,134.115,F,V,2,4
3005,Weistheimer,-244.905,-519.158,M,V,0,1
3006,Weitinger,125.018,-343.96,K,V,8,1
3007,Weiz,177.429,-249.212,K,V,2,2
3008,Weldon,429.601,-92.846,G,V,9,3
3009,Weldry,73.944,-417.248,F,V,9,3
3010,Werfer,237.267,-344.033,M,V,9,1
3011,Wernke (Talon),248.407,-230.887,G,V,0,3
3012,Westerhand,-5.436,-276.084,G,V,3,2
3013,Westerstede,-207.554,170.044,M,V,1,1
3014,Westfield,235.565,107.666,M,V,6,1
3015,Westover,-304.487,-210.471,F,V,6,4
3016,Westphalia,125.246,-103.713,G,V,2,3
3017,Wetumpka,527.319,-164.48,K,V,7,1
3018,Wheel,-30.512,264.911,F,V,3,4
3019,Whittington,-106.267,106.457,K,V,3,2
3020,Wildwood,-217.633,-440.009,G,V,4,2
3021,Wilkes,-212.21,-273.508,M,V,4,1
3022,Willowick,328.284,-74.494,G,V,5,2
3023,Willunga,-333.734,345.303,K,V,4,1
3024,Wiltshire,-439.196,143.157,F,V,0,3
3025,Windhoek,-349.225,442.365,M,V,7,1
3026,Windsor,-277.142,274.992,G,V,1,2
3027,Winfield (FS),537.395,23.472,G,V,8,2
3028,Winfield (Treeline 2863-),-111.711,405.264,G,V,2,5
3029,Wing,-75.224,-10.9,K,V,8,1
3030,Wingzar,-465.853,130.314,K,V,3,2
3031,Winter,-299.333,350.462,K,V,7,1
3032,Wisconsin,-158.698,-296.795,F,V,5,4
3033,Wismar,-846.922,945.11,K,V,4,1
3034,Wittington,424.202,105.465,F,V,2,3
3035,Wokha,751.776,167.106,M,V,7,1
3036,Wolcott,147.08,337.282,F,V,3,3
3037,Wolof,-298.848,-156.645,K,V,6,1
3038,Wonju,266.75,414,M,V,7,1
3039,Woodbine,503.68,23.77,G,III,4,5
3040,Woodstock,44.199,-36.749,G,V,5,4
3041,Woogi,226.858,-412.083,K,V,8,1
3042,Worrell,292.87,230.267,K,V,1,2
3043,Wotan,-142.138,408.366,G,V,2,3
3044,Wrentham,170.6,-325.542,G,V,0,3
3045,Wright,26.351,-290.847,M,V,3,1
3046,Wrociaw,-211.22,240.605,K,V,4,1
3047,Wroxeter,166.47,-58.981,M,V,9,1
3048,Wyatt,-67.26,-8.337,K,V,7,1
3049,Wynn's Roost,610.609,269.932,F,V,3,3
3050,Wypoute,-335.572,369.17,G,V,6,3
3051,Xanthe III,-67.223,-330.691,G,V,6,3
3052,Xenia,457.53,-88.973,K,V,1,2
3053,Xhosa VII,173.962,14.424,B,V,1,7
3054,Xieng Khouang,85.293,-311.764,G,V,8,2
3055,Xinyang,113.214,224.941,F,V,0,2
3056,Yamarovka,111.669,274.473,K,V,3,2
3057,Yamoussoukra,504.06,-67.985,F,V,2,4
3058,Yance I (Agador),69.791,51.65,G,V,2,1
3059,Yanchep,-133.424,-287.281,G,V,6,3
3060,Yangtze,75.47,-43.928,G,V,6,5
3061,Yardley,166.47,209.849,G,V,0,3
3062,Yed Posterior,-44.212,119.119,G,IV,8,3
3063,Yed Prior,-62.042,124.024,F,III,0,5
3064,Yeguas,-160.66,281.747,G,IV,5,3
3065,Yidtall,-479.601,-25.87,F,V,5,2
3066,Ylemelke,-234.23,451.71,M,V,6,1
3067,Yongd,113.192,-309.007,F,V,3,3
3068,Yorii,-8.015,21.153,F,V,6,1
3069,York (Clan),-70.834,1807.012,F,V,2,2
3070,York (LC),-279.411,114.729,K,V,8,1
3071,Ype-Jhu,674.285,138.333,K,V,8,1
3072,Yufu,231.779,119.701,M,V,8,1
3073,Yumesta,169.82,225.134,F,V,4,4
3074,Yunnah,27.148,-127.003,K,III,3,6
3075,Yuris,134.663,-350.514,M,V,0,1
3076,Yàn-huì,55.622,-273.649,K,V,3,2
3077,Zacatecoluca,385.877,-217.768,K,V,9,1
3078,Zalaf,388.248,212.179,M,V,9,1
3079,Zalt,661.832,248.285,M,V,5,1
3080,Zalzangor,266.481,-327.09,F,V,3,1
3081,Zambezi,388.168,-188.606,M,V,8,1
3082,Zanbasa,-316.661,458.801,F,V,3,3
3083,Zanderij,-178.124,265.428,G,V,6,1
3084,Zangul,119.804,-402.483,K,V,6,1
3085,Zaniah,-102.597,7.74,A,IV,3,3
3086,Zanzibar,119.667,-364.786,G,V,2,3
3087,Zaprudy,-320.058,92.758,F,V,7,4
3088,Zara (FWL),-140.855,-219.597,F,V,3,3
3089,Zathras/Zatharas,-84.041,-390.39,G,V,2,3
3090,Zaurak,72.719,-123.292,G,V,3,2
3091,Zavijava,-31.803,-0.304,M,V,3,3
3092,Zawiercie,266.262,167.208,K,V,7,1
3093,Zdice,-311.952,-24.363,G,V,4,3
3094,Zebebelgenubi,-52.221,47.517,A,IV,3,6
3095,Zebeneschamali,-77.811,90.165,M,V,2,1
3096,Zebrenaski,-287.409,-99.771,F,V,6,4
3097,Zebuluraskai,616.788,266.337,G,V,7,3
3098,Zefri,-490.406,238.303,M,V,3,1
3099,Zelmag III,-265.979,-401.802,G,V,4,3
3100,Zelski II,324.101,-427.161,G,V,8,2
3101,Zempoatlepetl,-212.183,-139.054,G,V,6,3
3102,Zertarum,-135.536,460.178,F,V,0,4
3103,Zetang,692.735,216.708,G,V,0,4
3104,Zhaomaon (Cluff's Stand 3130+),1.344,-428.929,K,V,4,1
3105,Zhongshan,-206.564,323.325,K,V,4,1
3106,Ziliang,68.494,-264.187,M,Ib,6,5
3107,Zinal,-515.49,110.026,F,V,9,3
3108,Zindao,105.508,-241.562,G,V,9,3
3109,Zion,15.246,-83.285,F,III,7,2
3110,Zlatousi,427.28,219.671,K,V,7,1
3111,Zoetermeer,-78.079,330.566,G,V,9,2
3112,Zolfo,527.319,-71.907,F,V,5,4
3113,Zollikofen,-28.959,19.339,G,V,3,1
3114,Zorn's Keep,-428.849,-112.788,G,V,9,3
3115,Zortman,-212.708,-77.338,F,V,7,4
3116,Zosma,-50.158,-10.386,A,V,4,3
3117,Zuhbehr,-351.883,-38.226,K,V,0,2
3118,Zumbo,711.438,162.875,G,V,9,2
3119,Zurich,20.153,-63.126,K,V,4,5
3120,Zvolen,-243.532,49.063,G,V,3,2
3121,Zwenkau,-233.718,9.774,G,V,0,3
3122,Zwipadze,-338.394,262.582,G,V,2,3
3123,Ålborg,552.551,499.127,F,IV,2,3
3124,Úr Cruinne,-15.217,-471.939,M,V,2,1
3125,Attenbrooks,-71.766,986.082,G,III,1,4
3126,Bazaar,23.578,754.886,G,VI,2,3
3127,Cambridge Perimeter Defense Station,-300.827,640.81,M,V,7,1
3128,Columbus (Epsilon Pegasus),405.006,601.855,G,V,2,4
3129,Ctesiphon,321.685,1044.936,M,III,2,2
3130,Dark Nebula,-137.44,424.06,K,V,8,15
3131,Ghent,211.24,1164.481,G,III,2,4
3132,Harris,-141.321,802.486,G,IV,5,3
3133,Interstellar Expeditions Base #14,-1499.962,326.19,K,V,3,1
3134,Interstellar Expeditions Base #22,-734.294,-1753.113,G,V,1,5
3135,Interstellar Expeditions Base #6,1285.288,-178.441,M,V,4,1
3136,Kinbrace,-396.134,863.646,K,III,3,3
3137,Ramsey,-402.692,1025.944,G,V,8,3
3138,Salonika,436.242,973.818,A,V,4,5
3139,Suda Bay,245.026,947.691,F,Ia,2,1
3140,Transfer Facility 4,293.32,669.005,M,II,4,2
3141,Transfer Station P3,-112.41,885.647,K,V,2,6
3142,Transfer Station P9,-115.441,1037.657,G,II,3,2
3143,Trelleborg,109.262,920.57,A,II,9,2
3144,Trinity,-248.762,761.402,G,V,4,3
3145,Wark,-299.568,694.859,G,V,0,2
3146,Wolf Orbital 82,-103.853,683.813,G,IV,6,1
3147,DPR 0101,-137,889,M,V,7,1
3148,DPR 0102,-162,894,M,V,5,1
3149,DPR 0103,-187,899,M,V,0,1
3150,DPR 0104,-212,904,M,V,1,1
3151,DPR 0105,-237,909,M,V,0,1
3152,DPR 0106,-262,914,F,V,8,1
3153,DPR 0107,-287,919,M,V,3,1
3154,DPR 0108,-312,924,M,V,9,1
3155,DPR 0109,-337,929,K,V,6,1
3156,DPR 0201,-725,1075,M,V,1,1
3157,DPR 0202,-732,1048,M,V,9,1
3158,DPR 0203,-739,1021,G,V,2,1
3159,DPR 0204,-744,994,M,V,4,1
3160,DPR 0205,-752,967,M,V,6,1
3161,DPR 0301,-598,813,M,V,4,1
3162,DPR 0302,-573,819,M,V,9,1
3163,DPR 0303,-548,825,G,V,5,1
3164,DPR 0304,-523,831,F,V,0,1
3165,DPR 0305,-497,838,M,V,2,1
3166,DPR 0306,-472,844,M,V,3,1
3167,DPR 0307,-447,850,M,V,9,1
3168,DPR 0308,-422,857,M,V,4,1
3169,DPR 0309,-386,885,M,V,0,1
3170,DPR 0310,-376,907,M,V,5,1
3171,NC 01,-685,1120,G,V,6,1
3172,DPR 0401,-425,395,M,V,2,1
3173,DPR 0402,-445,416,M,V,9,1
3174,DPR 0403,-465,437,F,V,3,1
3175,DPR 0404,-485,458,M,V,1,1
3176,DPR 0405,-505,479,M,V,7,1
3177,DPR 0406,-525,500,M,V,3,1
3178,DPR 0407,-545,521,M,V,7,1
3179,DPR 0408,-565,542,G,V,3,1
3180,DPR 0409,-585,563,M,V,6,1
3181,DPR 0410,-605,584,M,V,9,1
3182,DPR 0411,-625,605,M,V,9,1
3183,DPR 0412,-645,626,M,V,5,1
3184,DPR 0413,-665,647,M,V,6,1
3185,HL 01,-686,650.6,M,V,1,1
3186,HL 02,-701,664,M,V,7,1
3187,HL 03,-690,690,M,V,4,1
3188,HL 04,-655,686,M,V,8,1
3189,HL 05,-650,708,M,V,8,1
3190,HL 06,-650,750,G,V,4,1
3191,HL 07,-636,785,G,V,5,1
3192,HL 08,-625,820,A,V,8,1
3193,HL 09,-655,841,M,V,1,1
3194,HL 10,-690,828,M,V,5,1
3195,HL 11,-676,795,M,V,8,1
3196,HL 12,-695,735,M,V,5,1
3197,HL 13,-710,755,F,V,5,1
3198,HL 14,-710,794,M,V,3,1
3199,HL 15,-742,755,M,V,1,1
3200,HL 16,-727,671,M,V,5,1
3201,HL 17,-756,707,M,V,3,1
3202,HL 18,-781,735,M,V,2,1
3203,HL 19,-744,784,M,V,3,1
3204,HL 20,-762,793,G,V,7,1
3205,HL 21,-772,819,M,V,0,1
3206,HL 22,-802,807,K,V,7,1
3207,HL 23,-838,794,M,V,9,1
3208,HL 24,-840,835,M,V,8,1
3209,HL 25,-835,868,M,V,8,1
3210,HL 26,-701,861,K,V,1,1
3211,HL 27,-770,859,M,V,4,1
3212,HL 28,-755,890,K,V,3,1
3213,HL 29,-805,880,G,V,8,1
3214,HL 30,-835,915,M,V,1,1
3215,HL 31,-745,915,M,V,1,1
3216,HL 32,-775,940,M,V,5,1
3217,HL 33,-815,940,M,V,2,1
3218,DPR 0501,-169,791,M,V,7,1
3219,DPR 0502,-196,781,K,V,7,1
3220,DPR 0503,-223,770,F,V,1,1
3221,DPR 0504,-267,738,M,V,3,1
3222,DPR 0505,-283,716,M,V,2,1
3223,DPR 0506,-300,667,M,V,2,1
3224,DPR 0507,-274,634,M,V,4,1
3225,DPR 0508,-247,628,K,V,3,1
3226,DPR 0509,-220,622,K,V,8,1
3227,DPR 0510,-193,616,M,V,6,1
3228,DPR 0601,-46,976,M,V,0,1
3229,DPR 0602,-20,969,M,V,6,1
3230,DPR 0603,6,960,M,V,0,1
3231,DPR 0604,32,951,M,V,4,1
3232,DPR 0605,58,942,M,V,3,1
3233,DPR 0606,84,933,M,V,0,1
3234,DPR 0607,136,926,M,V,9,1
3235,DPR 0608,163,932,M,V,9,1
3236,DPR 0609,190,938,M,V,7,1
3237,DPR 0610,217,944,M,V,0,1
3238,DPR 0611,260,966,M,V,3,1
3239,DPR 0612,276,986,M,V,0,1
3240,DPR 0613,291,1005,M,V,8,1
3241,DPR 0614,307,1025,M,V,5,1
3242,DPR 0615,345,1029,K,V,2,1
3243,DPR 0616,368,1014,M,V,2,1
