,Name,Primary,FactionChange
972,Foot Fall,5,"['(Date=2176-12-13,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-02-14,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-11-01,Faction=CM)', '(Date=3062-03-06,Faction=CC)', '(Date=3085-10-04,Faction=ROS)', '(Date=3135-01-01,Faction=CC)']"
973,Ford,3,"['(Date=2202-02-15,Faction=IND)', '(Date=2299-01-15,Faction=FoS)', '(Date=2341-06-05,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3068-09-01,Faction=FWL)', '(Date=3079-10-05,Faction=LA)', '(Date=3145-09-22,Faction=CWE)']"
974,Forkas,1,"['(Date=2737-12-09,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
975,Fort Loudon,3,"['(Date=2460-03-28,Faction=LA)', '(Date=2750-12-23,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3070-01-18,Faction=CW)', '(Date=3140-04-17,Faction=RD)']"
976,Fortymile,1,"['(Date=2606-11-13,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
977,Foster,1,"['(Date=2802-07-23,Faction=CCO,CFM,CIH)', '(Date=2864-11-08,Faction=CBS)', '(Date=3025-05-15,Faction=CLAN)', '(Date=3071-07-15,Faction=CGS,CFM,CIH)', '(Date=3072-09-18,Faction=CGS,CFM,CSV)', '(Date=3073-09-13,Faction=CGS,CSV)', '(Date=3073-03-12,Faction=CSV,CCO,SOC)', '(Date=3073-05-19,Faction=CSV)', '(Date=3073-06-12,Faction=CSV,CGS)', '(Date=3075-10-01,Faction=CGS)', '(Date=3079-02-04,Faction=CSA)', '(Date=3085-04-07,Faction=CCC)']"
978,Franklin,3,"['(Date=2169-08-09,Faction=TA)', '(Date=2242-02-24,Faction=IND)', '(Date=2360-08-29,Faction=FS)', '(Date=2787-06-01,Faction=DC)', '(Date=2818-03-11,Faction=FS)', '(Date=2830-03-01,Faction=FS,DC)', '(Date=2831-08-17,Faction=FS)', '(Date=2861-06-24,Faction=DC)', '(Date=2933-02-22,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-07-18,Faction=DC)']"
979,Frankson,1,"['(Date=2718-06-05,Faction=FS)', '(Date=2833-12-20,Faction=ABN)']"
980,Franmalin,1,"['(Date=3130-09-21,Faction=CDP)']"
981,Frazer,1,"['(Date=2632-06-19,Faction=CC)', '(Date=2864-01-18,Faction=FS)', '(Date=2900-06-26,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
982,Fredotto,3,"['(Date=2718-12-12,Faction=RWR)', '(Date=2779-08-20,Faction=PIND)', '(Date=2788-01-30,Faction=ABN)', '(Date=2864-01-24,Faction=CI)']"
983,Freedom,6,"['(Date=2139-10-16,Faction=TA)', '(Date=2235-03-27,Faction=IND)', '(Date=2236-06-15,Faction=IND,TA)', '(Date=2236-08-25,Faction=TA)', '(Date=2237-12-01,Faction=IND)', '(Date=2299-08-17,Faction=FoS)', '(Date=2341-01-07,Faction=LA)', '(Date=2891-05-27,Faction=DC)', '(Date=2910-01-16,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3140-11-14,Faction=CJF)']"
984,Freisland,3,"['(Date=2304-11-20,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
985,Frobisher,2,"['(Date=2725-01-29,Faction=TH)', '(Date=2786-04-02,Faction=IND)']"
986,Fronc,5,"['(Date=3057-01-09,Faction=NCR)', '(Date=3066-04-09,Faction=FR)']"
987,Frondas,3,"['(Date=2250-10-03,Faction=SIS)', '(Date=2367-08-01,Faction=CC)']"
988,Fronde,3,"['(Date=2603-10-22,Faction=CC)', '(Date=3030-11-26,Faction=DA,CC)', '(Date=3031-09-10,Faction=CC)']"
989,Fröislandis,3,"['(Date=3095-01-21,Faction=PIND)']"
990,Fuentes,1,"['(Date=2261-11-03,Faction=IND)', '(Date=2280-07-26,Faction=FWL)', '(Date=3014-03-22,Faction=FWLR)', '(Date=3015-01-22,Faction=FWLR,FWL)', '(Date=3015-01-25,Faction=FWLR)', '(Date=3015-03-15,Faction=FWL)', '(Date=3079-01-21,Faction=TP)', '(Date=3130-07-26,Faction=OP)']"
991,Fugeres,2,"['(Date=2749-05-27,Faction=FS)', '(Date=2924-01-27,Faction=ABN)']"
992,Fujidera,1,"['(Date=2241-11-02,Faction=DO)', '(Date=2271-06-01,Faction=FWL)', '(Date=3079-07-03,Faction=DO)', '(Date=3086-08-15,Faction=OP)']"
993,Fukuroi,4,"['(Date=2305-09-04,Faction=AG)', '(Date=2319-06-25,Faction=DC)']"
994,Furillo,2,"['(Date=2268-12-22,Faction=IND)', '(Date=2345-07-28,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
995,Furud,1,"['(Date=2250-08-22,Faction=SIS)', '(Date=2367-08-01,Faction=CC)', '(Date=2900-01-16,Faction=FWL)', '(Date=3025-08-29,Faction=FWL)', '(Date=3081-07-27,Faction=IND)', '(Date=3130-07-02,Faction=DA)']"
996,Futuna,2,"['(Date=2244-08-19,Faction=IND)', '(Date=2280-04-16,Faction=FWL)', '(Date=3081-05-11,Faction=IND)', '(Date=3130-04-20,Faction=RF)']"
997,Fuveau,2,"['(Date=2692-10-11,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
998,Fylovar,4,"['(Date=3130-07-10,Faction=CDP)']"
999,Gabenstad,1,"['(Date=2446-08-13,Faction=RWR)', '(Date=2779-02-15,Faction=PIND)', '(Date=2870-08-05,Faction=ABN)']"
1000,Gacrux,3,"['(Date=2263-11-01,Faction=IND)', '(Date=2299-10-16,Faction=FoS)', '(Date=2341-11-18,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-01-23,Faction=Stone,WOB)', '(Date=3077-05-10,Faction=Stone)', '(Date=3081-03-08,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-10-29,Faction=CWE)']"
1001,Gaeri,1,"['(Date=2658-03-08,Faction=OA)', '(Date=2864-11-27,Faction=PIND)', '(Date=2924-07-28,Faction=ABN)']"
1002,Gahral,4,"['(Date=2730-05-29,Faction=CC)', '(Date=2864-08-12,Faction=FS)', '(Date=2899-06-22,Faction=ABN)']"
1003,Galatea,6,"['(Date=2242-02-03,Faction=IND)', '(Date=2367-03-19,Faction=LA)', '(Date=2500-10-23,Faction=TH)', '(Date=2767-01-14,Faction=RWR)', '(Date=2779-03-05,Faction=LA)', '(Date=2790-08-02,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3072-10-10,Faction=WOB)', '(Date=3076-01-26,Faction=Stone)', '(Date=3081-08-03,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3144-05-01,Faction=GL)']"
1004,Galatia III,3,"['(Date=2170-04-29,Faction=TA)', '(Date=2242-01-16,Faction=IND)', '(Date=2315-11-24,Faction=TH)', '(Date=2767-09-07,Faction=RWR)', '(Date=2779-01-24,Faction=TH)', '(Date=2786-02-17,Faction=FS)', '(Date=2821-02-19,Faction=DC)', '(Date=3005-10-21,Faction=FS)', '(Date=3007-08-29,Faction=DC)', '(Date=3022-07-21,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3081-07-10,Faction=ROS)', '(Date=3132-07-01,Faction=DC)']"
1005,Galax,4,"['(Date=2302-05-24,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1006,Galedon V,5,"['(Date=2270-11-23,Faction=IND)', '(Date=2302-05-06,Faction=AG)', '(Date=2319-03-09,Faction=DC)', '(Date=2341-09-05,Faction=DC)', '(Date=3068-11-18,Faction=DC,FS)', '(Date=3068-12-03,Faction=FS)', '(Date=3069-06-28,Faction=ABN)', '(Date=3069-04-04,Faction=FS,DC)', '(Date=3069-05-15,Faction=DC)', '(Date=3069-06-01,Faction=DC,CSR)']"
1007,Galicia,3,"['(Date=2392-12-04,Faction=NC)', '(Date=2571-02-11,Faction=NC)', '(Date=3080-02-15,Faction=CGS)']"
1008,Galisteo,3,"['(Date=2514-07-26,Faction=FWL)', '(Date=2900-06-03,Faction=FWL)', '(Date=3079-10-30,Faction=DTA)', '(Date=3079-10-01,Faction=LA)', '(Date=3145-10-09,Faction=DTA)']"
1009,Gallatin,1,"['(Date=2267-09-26,Faction=IND)', '(Date=2285-05-11,Faction=FWL)', '(Date=3081-03-26,Faction=IND)', '(Date=3130-02-12,Faction=MSC)', '(Date=3145-04-19,Faction=CWE)']"
1010,Gallery,1,"['(Date=2314-04-27,Faction=PD)', '(Date=2341-04-15,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3145-01-05,Faction=CWE)']"
1011,Gallis,1,"['(Date=2540-09-14,Faction=MOC)', '(Date=2580-01-20,Faction=MOC,SL)', '(Date=2580-02-05,Faction=SL)', '(Date=2597-03-21,Faction=MOC)']"
1012,Gallitzin,1,"['(Date=2301-12-12,Faction=IND)', '(Date=2350-10-12,Faction=FS)', '(Date=2571-01-10,Faction=CC)', '(Date=2864-09-10,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1013,Galtor III,3,"['(Date=2166-02-02,Faction=TA)', '(Date=2242-10-28,Faction=IND)', '(Date=2370-06-16,Faction=FS)', '(Date=2787-05-01,Faction=FS,DC)', '(Date=2792-09-10,Faction=FS,DC)', '(Date=2821-12-11,Faction=DC)', '(Date=3022-06-01,Faction=FS)', '(Date=3030-12-31,Faction=DC)', '(Date=3096-11-06,Faction=FS)', '(Date=3145-01-28,Faction=DC)']"
1014,Galuzzo,3,"['(Date=2703-09-19,Faction=LA)', '(Date=2900-05-28,Faction=DC)', '(Date=3025-06-15,Faction=DC)', '(Date=3030-08-31,Faction=LA)', '(Date=3034-03-13,Faction=FRR)', '(Date=3052-02-19,Faction=CW)', '(Date=3145-03-24,Faction=RD)']"
1015,Gambarare,1,"['(Date=2240-08-22,Faction=UHC)', '(Date=2540-09-01,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1016,Gambier,2,"['(Date=2300-04-15,Faction=IND)', '(Date=2340-09-19,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-03-05,Faction=DC)']"
1017,Gambilon,1,"['(Date=2714-02-21,Faction=MOC)']"
1018,Gamlestolen,1,"['(Date=2725-04-02,Faction=FS)', '(Date=2791-08-09,Faction=ABN)']"
1019,Gan Singh,4,"['(Date=2243-08-24,Faction=TGU)', '(Date=2360-10-18,Faction=DoL)', '(Date=2571-09-25,Faction=CC)', '(Date=3030-09-17,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-11-01,Faction=SKC)', '(Date=3067-01-10,Faction=CC)', '(Date=3085-12-05,Faction=ROS)', '(Date=3135-12-03,Faction=CC)']"
1020,Gandy's Luck,2,"['(Date=2310-02-20,Faction=IND)', '(Date=2328-04-28,Faction=DC)']"
1021,Gangtok,1,"['(Date=2654-05-15,Faction=TC)', '(Date=2870-01-01,Faction=ABN)', '(Date=3014-01-01,Faction=ARC)', '(Date=3022-01-01,Faction=ARD)', '(Date=3026-01-01,Faction=ARC)']"
1022,Gannett,3,"['(Date=2341-01-07,Faction=IND)', '(Date=2345-05-19,Faction=FWL)', '(Date=3081-09-05,Faction=IND)', '(Date=3130-06-08,Faction=MSC)', '(Date=3145-11-05,Faction=CWE)']"
1023,Ganshoren,1,"['(Date=2283-03-25,Faction=IND)', '(Date=2345-12-08,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3140-09-20,Faction=CJF)']"
1024,Gant,4,"['(Date=3028-06-28,Faction=TC)', '(Date=3120-01-07,Faction=ABN)']"
1025,Gardnaus,1,"['(Date=2628-08-28,Faction=CC)', '(Date=2788-06-11,Faction=ABN)']"
1026,Garrison,4,"['(Date=2314-05-11,Faction=PD)', '(Date=2341-10-09,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3130-09-06,Faction=CW)', '(Date=3145-12-09,Faction=LA)']"
1027,Garstedt,4,"['(Date=2555-02-04,Faction=DC)', '(Date=3050-05-01,Faction=CSJ)', '(Date=3059-08-01,Faction=DC)']"
1028,Gatchina,2,"['(Date=2545-05-12,Faction=FWL)', '(Date=3081-01-09,Faction=IND)', '(Date=3130-07-19,Faction=RCM)']"
1029,Gatekeeper,2,"['(Date=2802-10-15,Faction=CJF,CNC)', '(Date=2821-04-19,Faction=CLAN)', '(Date=3060-01-13,Faction=CJF)', '(Date=3070-10-01,Faction=CSV)', '(Date=3075-10-26,Faction=CSA)', '(Date=3085-02-06,Faction=CSA)']"
1030,Gateway,3,"['(Date=2891-09-16,Faction=HL)']"
1031,Gatineau,4,"['(Date=2622-08-04,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
1032,Gaul,3,"['(Date=3028-04-05,Faction=TC)', '(Date=3066-04-01,Faction=CDP)', '(Date=3028-12-24,Faction=TC)', '(Date=3066-04-01,Faction=CDP)']"
1033,Gei-Fu,3,"['(Date=2270-02-24,Faction=CH)', '(Date=2310-05-26,Faction=CCom)', '(Date=2367-08-01,Faction=CC)']"
1034,Geifer,3,"['(Date=2179-02-06,Faction=CRep)', '(Date=2270-03-01,Faction=CH)', '(Date=2310-06-28,Faction=CCom)', '(Date=2367-08-01,Faction=CC)']"
1035,Genf,1,"['(Date=2666-02-22,Faction=CC)', '(Date=2849-06-15,Faction=ABN)']"
1036,Genoa,4,"['(Date=2247-10-10,Faction=IND)', '(Date=2315-02-02,Faction=DoL)', '(Date=2367-08-01,Faction=CC)', '(Date=2571-06-11,Faction=TH)', '(Date=2767-03-23,Faction=RWR)', '(Date=2779-11-11,Faction=TH)', '(Date=2786-12-22,Faction=CC)', '(Date=3030-04-01,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-11-01,Faction=CM)', '(Date=3067-04-20,Faction=FS)', '(Date=3069-02-01,Faction=WOB)', '(Date=3077-01-30,Faction=CC,WOB)', '(Date=3077-04-15,Faction=WOB)', '(Date=3077-10-21,Faction=Stone)', '(Date=3081-08-21,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-12-06,Faction=CC)']"
1037,Gettorf,2,"['(Date=2734-09-26,Faction=MOC)', '(Date=2864-09-01,Faction=PIND)', '(Date=2922-02-02,Faction=ABN)', '(Date=2734-09-22,Faction=MOC)', '(Date=2864-08-12,Faction=PIND)', '(Date=2922-07-20,Faction=ABN)']"
1038,Ghaziabad,4,"['(Date=2655-10-06,Faction=FWL)', '(Date=3081-07-26,Faction=IND)', '(Date=3130-11-08,Faction=RCM)']"
1039,Ghorepani,3,"['(Date=2345-08-04,Faction=IND)', '(Date=2571-11-05,Faction=CC)', '(Date=2946-03-17,Faction=ABN)']"
1040,Giausar,3,"['(Date=2269-06-11,Faction=IND)', '(Date=2360-07-02,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3068-09-01,Faction=FWL)', '(Date=3079-12-30,Faction=LA)', '(Date=3145-06-16,Faction=CWE)']"
1041,Gibbs,3,"['(Date=2314-08-02,Faction=PD)', '(Date=2341-03-21,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
1042,Gibraltar,1,"['(Date=2529-02-24,Faction=FWL)', '(Date=3079-11-15,Faction=DTA)']"
1043,Gibson,3,"['(Date=2241-06-29,Faction=IND)', '(Date=2350-05-25,Faction=FWL)', '(Date=3071-08-01,Faction=WOB)', '(Date=3079-10-18,Faction=ABN)']"
1044,Gienah,2,"['(Date=2271-11-25,Faction=IND)', '(Date=2299-03-22,Faction=FoS)', '(Date=2341-02-18,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3145-05-26,Faction=CWE)']"
1045,Gillfillan's Gold,3,"['(Date=2722-10-23,Faction=RWR)', '(Date=2779-10-23,Faction=PIND)', '(Date=3048-05-16,Faction=RIM)']"
1046,Gillingham,3,"['(Date=2360-05-25,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3072-02-20,Faction=FVC)', '(Date=3100-12-25,Faction=FS)']"
1047,Ginestra,2,"['(Date=2596-02-25,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
1048,Gingeria,4,"['(Date=2627-02-18,Faction=RWR)', '(Date=2779-09-23,Faction=PIND)', '(Date=2812-11-17,Faction=ABN)']"
1049,Girondas,1,"['(Date=2676-01-15,Faction=TC)', '(Date=2949-10-12,Faction=ABN)']"
1050,Gitarama,3,"['(Date=2622-02-14,Faction=OA)', '(Date=2864-11-12,Faction=PIND)', '(Date=2923-12-21,Faction=ABN)']"
1051,Giverny,3,"['(Date=2711-09-12,Faction=FS)', '(Date=2855-09-12,Faction=ABN)']"
1052,Givrodat,4,"['(Date=2614-02-11,Faction=RWR)', '(Date=2779-09-09,Faction=PIND)', '(Date=2809-08-10,Faction=ABN)']"
1053,Glabach,2,"['(Date=2675-01-15,Faction=DC)', '(Date=2921-06-08,Faction=ABN)']"
1054,Gladius,2,"['(Date=2269-09-09,Faction=IND)', '(Date=2299-06-09,Faction=FoS)', '(Date=2341-11-24,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3081-07-23,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-01-05,Faction=LA)']"
1055,Glasgow,1,"['(Date=2270-11-14,Faction=CH)', '(Date=2310-06-05,Faction=CCom)', '(Date=2367-08-01,Faction=CC)']"
1056,Glengarry,3,"['(Date=2237-09-15,Faction=IND)', '(Date=2299-09-21,Faction=FoS)', '(Date=2341-07-03,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3069-12-05,Faction=WOB)', '(Date=3077-09-12,Faction=Stone)', '(Date=3081-12-22,Faction=ROS)', '(Date=3134-04-01,Faction=CJF)']"
1057,Glenlivet,3,"['(Date=2725-06-27,Faction=LA)', '(Date=2923-03-26,Faction=ABN)']"
1058,Glenmora,3,"['(Date=2288-05-18,Faction=IND)', '(Date=2360-10-21,Faction=FS)', '(Date=3030-01-19,Faction=DC)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-03-13,Faction=DC)']"
1059,Glentworth,1,"['(Date=2289-06-26,Faction=IND)', '(Date=2310-07-04,Faction=CCom)', '(Date=2367-08-01,Faction=CC)', '(Date=2864-07-26,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1060,Glevakha,1,"['(Date=2653-07-12,Faction=FWL)', '(Date=3081-12-20,Faction=IND)', '(Date=3145-09-19,Faction=FWL)']"
1061,Glitnir,4,"['(Date=2647-04-14,Faction=OA)', '(Date=2864-12-11,Faction=PIND)', '(Date=2925-06-15,Faction=ABN)']"
1062,Glory,4,"['(Date=2802-11-05,Faction=CJF)', '(Date=3025-11-03,Faction=CLAN)', '(Date=3062-01-05,Faction=CJF,CW)', '(Date=3070-12-22,Faction=CSV,CW)', '(Date=3072-04-01,Faction=CSV,CCO)', '(Date=3072-11-24,Faction=CSV,CFM,CGS)', '(Date=3075-06-01,Faction=CCO,CGS,CSL)', '(Date=3079-03-02,Faction=CCO,CSA,CSL)', '(Date=3085-04-02,Faction=CSL,CCO)']"
1063,Gniezno,4,"['(Date=2732-04-02,Faction=FWL)', '(Date=2821-01-09,Faction=LA)', '(Date=2863-04-23,Faction=ABN)']"
1064,Goat Path,3,"['(Date=2633-04-10,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3050-09-02,Faction=CJF)', '(Date=3052-01-28,Faction=CSV)', '(Date=3062-07-17,Faction=CJF)']"
1065,Goderich,3,"['(Date=2278-11-17,Faction=Mara)', '(Date=2324-12-23,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1066,Goetville,1,"['(Date=2494-09-01,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
1067,Goito,3,"['(Date=2661-12-02,Faction=DC)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-10-01,Faction=CGB)', '(Date=3103-03-13,Faction=RD)']"
1068,Golandrinas,2,"['(Date=2341-04-14,Faction=RWR)', '(Date=2779-03-12,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3050-05-11,Faction=CJF)', '(Date=3071-06-03,Faction=CIH)', '(Date=3071-07-03,Faction=CJF)']"
1069,Goldlure,2,"['(Date=2692-02-07,Faction=DC)', '(Date=2924-03-25,Faction=ABN)']"
1070,Gomeisa,2,"['(Date=2642-12-03,Faction=FWL)', '(Date=2790-04-02,Faction=FWL)', '(Date=3081-03-27,Faction=IND)', '(Date=3145-07-14,Faction=FWL)']"
1071,Goodna,2,"['(Date=2665-07-22,Faction=CC)', '(Date=2902-11-01,Faction=FWL)', '(Date=3025-04-17,Faction=FWL)', '(Date=3081-09-26,Faction=IND)', '(Date=3086-07-25,Faction=OP)', '(Date=3105-12-09,Faction=CC)']"
1072,Gorfynt,3,"['(Date=2719-07-26,Faction=RWR)', '(Date=2779-02-10,Faction=ABN)', '(Date=2783-02-12,Faction=IND)']"
1073,Gorgon,1,"['(Date=2661-07-29,Faction=RWR)', '(Date=2779-07-16,Faction=PIND)', '(Date=2871-04-25,Faction=ABN)']"
1074,Gorki,2,"['(Date=2708-12-29,Faction=CC)', '(Date=2834-01-04,Faction=ABN)']"
1075,Goshen,9,"['(Date=2176-08-01,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=2500-11-02,Faction=FS)', '(Date=2821-09-30,Faction=CC)', '(Date=2864-10-23,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
1076,Goslar,3,"['(Date=2891-12-21,Faction=HL)', '(Date=2891-01-06,Faction=HL)']"
1077,Goth Khakar,4,"['(Date=2733-07-11,Faction=FWL)', '(Date=3014-03-22,Faction=FWLR)', '(Date=3015-03-15,Faction=FWL)', '(Date=3081-05-30,Faction=IND)', '(Date=3130-09-11,Faction=RCM)']"
1078,Gotterdammerung,1,"['(Date=2341-06-15,Faction=RWR)', '(Date=2779-09-28,Faction=PIND)', '(Date=3021-05-10,Faction=MV)', '(Date=3025-12-02,Faction=MV)', '(Date=3028-04-22,Faction=GV)', '(Date=3049-09-27,Faction=CJF)', '(Date=3071-10-10,Faction=CIH)', '(Date=3071-12-28,Faction=CHH)', '(Date=3100-02-07,Faction=TB)']"
1079,Goubellat,4,"['(Date=2319-10-07,Faction=IND)', '(Date=2320-09-05,Faction=DC)', '(Date=3069-06-01,Faction=CSR)', '(Date=3075-01-03,Faction=OA)', '(Date=3083-04-25,Faction=RA)', '(Date=3093-06-01,Faction=DC)']"
1080,Gouderak,1,"['(Date=2354-06-02,Faction=IND)', '(Date=2400-10-05,Faction=FWL)', '(Date=2553-08-22,Faction=MOC)', '(Date=2577-06-10,Faction=MOC,SL)', '(Date=2577-06-19,Faction=SL)', '(Date=2597-03-21,Faction=FWL)', '(Date=3081-02-03,Faction=IND)', '(Date=3130-03-03,Faction=DA)']"
1081,Graceland,1,"['(Date=2341-01-04,Faction=IND)', '(Date=2346-10-20,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3057-12-01,Faction=ARDC)', '(Date=3067-04-24,Faction=LA)', '(Date=3145-06-17,Faction=CJF)']"
1082,Graham IV,4,"['(Date=2264-01-23,Faction=TA)', '(Date=2316-05-26,Faction=TH)', '(Date=2317-03-22,Faction=TH)', '(Date=2767-11-04,Faction=RWR)', '(Date=2779-11-05,Faction=TH)', '(Date=2790-10-10,Faction=FWL)', '(Date=2821-01-11,Faction=FWL)', '(Date=3030-01-12,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-10-01,Faction=FWL)', '(Date=3072-02-01,Faction=WOB)', '(Date=3078-03-09,Faction=Stone,WOB)', '(Date=3078-03-15,Faction=Stone)', '(Date=3081-03-20,Faction=ROS)']"
1083,Gram,4,"['(Date=2162-02-18,Faction=TA)', '(Date=2242-09-14,Faction=IND)', '(Date=2365-11-16,Faction=LA)', '(Date=2785-11-01,Faction=DC)']"
1084,Gran,3,"['(Date=2699-04-16,Faction=FWL)', '(Date=2837-02-13,Faction=ABN)']"
1085,Granada,4,"['(Date=2392-10-25,Faction=NC)', '(Date=2571-09-28,Faction=NC)', '(Date=2830-01-01,Faction=UC)', '(Date=3080-01-26,Faction=UC,CGS)', '(Date=3080-02-03,Faction=CGS)']"
1086,Grand Base,4,"['(Date=2200-07-02,Faction=IND)', '(Date=2250-11-10,Faction=SIS)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-09-29,Faction=DA,CC)', '(Date=3031-04-17,Faction=CC)']"
1087,Granera,1,"['(Date=2500-05-04,Faction=FWL)', '(Date=2578-01-09,Faction=FWL,MOC)', '(Date=2578-01-15,Faction=FWL)', '(Date=3081-10-06,Faction=IND)', '(Date=3130-12-14,Faction=DA)']"
1088,Grankum,1,"['(Date=2638-04-05,Faction=OA)', '(Date=2864-06-06,Faction=PIND)', '(Date=2921-09-17,Faction=ABN)']"
1089,Grant's Station,3,"['(Date=2802-08-28,Faction=CSV,CW)', '(Date=2864-08-08,Faction=CLAN)', '(Date=3072-04-01,Faction=CSV,CGS,SOC)', '(Date=3072-04-27,Faction=CSV)', '(Date=3075-03-06,Faction=CSA)', '(Date=3085-04-09,Faction=CSA)']"
1090,Graus,1,"['(Date=2698-09-21,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3050-09-17,Faction=CJF)', '(Date=3057-04-16,Faction=CSV)', '(Date=3062-09-02,Faction=CJF)', '(Date=3067-12-02,Faction=ARDC)', '(Date=3067-04-24,Faction=LA)', '(Date=3068-10-01,Faction=CJF)', '(Date=3080-07-03,Faction=CJF,LA)', '(Date=3080-07-05,Faction=LA)', '(Date=3080-08-18,Faction=CJF,LA)', '(Date=3080-08-22,Faction=CJF)', '(Date=3080-12-02,Faction=CJF,LA)', '(Date=3080-12-03,Faction=LA)', '(Date=3130-05-20,Faction=CJF)']"
1091,Gravenhage,3,"['(Date=2726-02-07,Faction=DC)', '(Date=3120-02-17,Faction=PIND)']"
1092,Gravensteen,1,"['(Date=2693-08-31,Faction=FS)', '(Date=2921-07-19,Faction=ABN)']"
1093,Graz,1,"['(Date=2638-05-25,Faction=LA)', '(Date=2923-10-17,Faction=ABN)']"
1094,Great Gorge,5,"['(Date=2365-10-04,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3073-03-19,Faction=MC)', '(Date=3079-10-18,Faction=FS)', '(Date=3085-04-27,Faction=PIND)']"
